Casenumer,Jurisdiction,Question,Summary
471746,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,Wij hebben een stuk grond van de gemeente al 28 jaar ingebruik als tuin en oprit. Dit ook altijd onderhouden. Nu eist de gemeente de grond op. Maar het gedeelte als tuin krijgen we door verjaring. Maar de oprit is neit afgesloten door een hek en dus openbaar zeggen ze. Dit eisen ze op. Maar er ligt wel sierbestrating in en erom heen staat een ligusterheg al meer dan 20 jaar. Dit hebben we met fotos aangetoond. Dus wij vinden dat dit ook verjaard is. Graag uw mening.
471801,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"De dochter van mijn vriend wordt binnekort 4 jaar en geeft dus een feestje op de peuterspeelzaal. Mijn vriend wilt er graag naar toe, maar wordt door zijn ex keihard uitgelachen en krijgt van haar te horen dat zij het recht heeft om hem te weigeren. Kan zij dit zomaar doen? Samen hebben ze gedeelde zorg en hun dochter verblijft bij haar moeder. echter staat er nergens op papier dat moeder alleen het gezag en de zorg heeft. Hij wilt echt graag naar dat verjaardagsfeestje toe, maar heeft geen idee of hij inderdaad geweigerd kan door zijn ex-vrouw. Dit alles doet hem ontzettend pijn, en ik zou hem graag kunnen vertellen dat hij wel degelijk op het verjaardags feestje op de peuterspeelzaal mag komen."
471802,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Zit met de volgende vraag een ouder is toch volgens het burgerlijk wetboek verplichten om alimentatie te betalen, ik was volgens rechtbank wel ontvankelijk verklaard in mijn verzoek, maar omdat onze financiële gegevens van mijn huidige man en mij niet bij de rechtbank lagen, was het verzoek van mij onvoldoende onderbouwd en is dan ook als ongegrond afgewezen, houd dat nu in dat ex zijn kinderen niet meer hoeft te onderhouden?    Hoe kan ik alsnog dit onderhoudende opeisen. Ex heeft ook vlak voor laatste uitspraak zwaar loonbeslag bij mij en huidige partner gelegd en daardoor hebben wij het financieel heel zwaar, eigenlijk kunnen we de studie van mijn zoon niet eens betalen.    Wat voor stappen kan ik nu nog ondernemen.    Tevens ben ik door testen erachter gekomen dat zoon van ex en mij ook nog licht verstandelijk gehandicapt is.    Mvg rita jansen"
471855,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,Mijn ex wil constant contact met mij. Tijdens dat contact word ik beledigd en bedreigd. Als ik geen contact opneem worden de bedreigingen ernstiger en wil ze mijn omgeving informeren. Ik kom hier niet meer uit en ben radeloos. Deze situatie duurt al jaren en de situatie verslechtert.
471867,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"De Ex van mijn man wil een herziening van het bezoekrecht van de kinderen, er is vastgelegd dat alles in overleg mogelijk is, maar zij gaat nu eisen stellen en daar hebbenw ij ons aan te houden. Het enige wat wij vragen is dat zij ook minimaal 1x per 2 weken rijd, anders zijn wij een heel weekend druk om zowiezo 3x te moeten rijden. Met de andere dingen zijn wij akkoord gegaan, nu wil ze niet rijden, wat ze voor 2 jaar geleden wel deed.Als we niet haar eis inwilligen heeft ze gedreigd om naar de rechter te stappen. Mijn vraag is dus wat gaat ons dat kosten als ze dat inderdaad gaat doen?, wat als wij verliezen moeten we dan haar kosten ook betalen? Staat de man meer in zijn recht als voorheen?"
471881,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,Mag een baas een proeftijdcontract beeindigen 4 uur na het verstrijken van de laatste dag van de maand
471884,Alimentatiezaken - Alimentatie,Reactie via formulier op jurofoon.nl,"stiefdochter is  2o en heeft dankzij haar vader, die geld van de overwaade van het gezamelijke huis aan zijn ex geleend om een huis te koen met voorwaarde dat als huis verkocht werd terug kwam naar de kinderen. Dit is afgelopen februari gebeurt en stiefdochter heeft dankzij die regeling een bedrag van 40.000 euro op haar bankrekening gekregen. Stiefdochter was al eens eerder gestopt met haar studie en heeft gewerkt maar nu is ze weer aan het studeren, Nu verlangt ze alsnog dat we allimentatie gaan betalen ondanks dat ze zon groot bedarg heeft op haar rekening dankzij haar vader. Zijn we verplicht toch allimentatie te betalen of staan we in ons recht als we zeggen, meid we betalen niets meer je hebt dankzij ons al 40.000 euro gehad."
471887,Huurrecht - Huurzaken particulieren,Reactie via formulier op jurofoon.nl,"Lopende scheiding.  Ik ben achtergebleven in de particuliere huurwoning waar ik niet op het contract sta, wel om verzocht toen mijn èx`` de woning verliet in dec.2010 geen reactie gehad verhuurder. Door ontslag en ziekte 3 maand in de ww gezeten en een huurachterstand opgebouwd van nog geen maandhuur. Betalingsvoorstel gedaan in juli j.l geen reactie verhuurder. Vandaag stelt het incasso buro dat ik illegaal huur en wanneer ik per direct mijn achterstand niet voldoe de woning moet verlaten...pppff hoe zit dat?"
471904,Personen- en familierecht - Echtscheiding,Reactie via formulier op jurofoon.nl,ben in turkey getrouwd woon nu 3jr apart wilgraag in ned. huwelijk ontbinden in turkey moet mij ex het doen kan dit?
471906,Aansprakelijkheidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Goedendag,    N.a.v een aanrijding weigert de tegenpartij aansprakelijkheid te erkennen.     In de betreffende verkeerssituatie stond ik (auto) stil op de rijbaan rechtdoor i.v.m file Tegenpartij (vrachtwagen) stond rechts naast mij op baan voor rechts af (ook file)    Ik sta nog stil terwijl vrachtauto uiteindelijk toch kan afslaan en met achterzijde (uitzwenking) mijn auto raakt.    Tegenpartij gooit diverse argumenten in de strijd die naar mijn mening ongegrond zijn.    Graag wil ik advies over in hoeverre de argumenten van de tegenpartij wel/niet ongegrond zijn en welke mogelijke vervolgstappen er zijn.    Vgrt!"
471934,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Mijn kinderopvang (gastouderbureau) beweert dat ik de opzegtermijn pas ik gaat vanaf de laatste dag dat de opvang plaats vind. Kortom, zij wil me nog 2 maanden laten betalen zonder dat ik er gebruik van maak. Is dit niet tegen de wet?"
471966,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"Na proefrit met een auto 250.00 euro aanbetaald, omdat ik de financiering niet snel genoeg rond kreeg heeft de verkoper de auto weer in verkoop gezet en mijn aanbetaling krijg ik niet terug. Klopt dat?? Volgens verkoper was dit bedrag voor het reserveren van de auto.  M. vr. gr. L.C. van der Bijl"
472024,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Het bedrijf (althans de BV van het bedrijf)  waar ik voor werkte is faiilliet gegaan dit jaar juni. Per brief werd mij gevraagd de sleutels van het pand op te sturen. Ik had echter ook een mobiele telefoon van de zaak, daar is niet om gevraagd. Deze telefoon heb ik behouden en gebruikt; daar zijn zij nu achter gekomen en in een brief wordt mij gevraagd de telefoon terug te sturen en de rekening te betalen. Mij is echter niet om de telefoon gevraagd (dit is dus de eerste keer dat ze erom vragen) Tevens staat er niets over vermeld in mijn contract en personeelshandboek, ook heb ik niets hoeven ondertekenen toen ik de telefoon kreeg. Mijn vraag is nu, uiteraard wil ik de telefoon teruggeven, echter, moet ik ook de rekening betalen? Ik hoor het graag van u, Ik kan nu niet bellen, maar later in de middag wel,  Mvg. Mascha"
472048,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,zaaknr. 47207    fout e-mailadres
472064,Consumentenrecht - (overig),Reactie via formulier op jurofoon.nl,Ik heb een T-Mobile abonnement met een looptijd van 2 jaar. Het abonnement loopt tot december 2012. Ik emigreer nu voor mijn werk 3 jaar naar het buitenland en ik wilde daarom mijn abonnement stopzetten. Volgens T-Mobile kon ik alleen mijn abonnement afkopen voor bijna 600 Euro. Stopzetten kon niet. Klopt dit? Of heb ik wel het recht om het abonnement stop te zetten?
472067,Personen- en familierecht - (overig),Reactie via formulier op jurofoon.nl,"Ik ben een paar jaar geleden gescheiden. Wij waren een gehuwd lesbisch stel en onze 2 kinderen zijn in ons huwelijk geboren. Nu wil mijn ex vrouw (biologische moeder van onze twee kinderen) gaan verhuizen waardoor ik mijn kinderen als het ware kwijt raak. Mijn vraag is of dit zomaar kan en mag, aangezien ik niet de biologische ouder van de kinderen ben, maar de kinderen van een donor zijn. De kinderen dragen wel mijn achternaam. Op dit moment hebben we onderling co-ouderschap en hebben we ook zelf met onze handtekeningen op papier laten zetten."
472070,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,Hoeveel contracten kan je krijgen?. Ik werk nu op contractbasis bij het RIBW ik heb nu voor de vierde keer een contract gekregen de eerste was een arbeidsovereenkomst van 1 jaar daarna 2 keer een verlenging van een halfjaar en nu een arbeidsovereenkomst van 4 maanden. De RIBW valt onder de CAO van de GGZ.
472075,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"beste jurofoon, ik heb een rekening van 4666 euro bijjna geheel voor dataverbruik in het buitenland. ik heb een klacht ingediend bij kpn maar is geweigerd.heeft u advies voor mij?`daniel wood"
472087,Huurrecht - Huurzaken particulieren,Reactie via formulier op JuroFoon,"Ik ben een studente, studerend in Amsterdam.  Al een maand woon ik in een kamer in Diemen. De huurovereenkomst heb ik eind augustus getekend.     Ik ben alleen niet tevreden met de kamer. Mijn kamer ligt naast een slopersbedrijf. De werkmannen beginnen elke ochtend al om 6 uur met werken. Dit zorgt voor heel veel geluidsoverlast. Overdag ben ik vaak gebroken wegens te weinig slapen. Studeren op mijn kamer kan ook niet in alle rust.     Ik wil daarom ook graag van deze kamer af, alleen heb ik wel een contract getekend met  wetsartikelen erin( zie hieronder). Hopelijk kan ik nog onder mijn huurovereenkomst uit komen.    Dit daarmee tevens mijn vraag: Kan ik mijn huurovereenkomst voortijdig beÃ«indigen?    Artikel 1. De verhuurder geeft in huur een kamer, bestemd voor bewoning door Ã©Ã©n  persoon, gelegen Stammerdijk 9 1112 AA Diemen, voor de periode van Ã©Ã©n  jaar.     Artikel 10. Tussentijdse opzegging van de huurovereenkomst- De door huurder in acht te nemen opzegginstermijn bedraagt twee volle kalender maanden. Geen huur is verschuldigd indien voor het einde van de opzegtermijn het gehuurde is ontruimd, de sleutels is ingeleverd en het gehuurde opnieuw is verhuurd met ingang van de eerste dag waarop de overeenkomst met de nieuwe huurder ingaat.      Artikel 12. Voortijdige beÃ«indiging  De partijen kunnen deze overeenkomst beÃ«indigen door het geven van een opzegging van een maand.   - de huurder - omwille van een ernstig gebrek waardoor de kamer niet geschikt kan worden beschouwd als studieverblijf, of als huurder aantoonbaar stopt met zijn studie.    Met vriendelijke groet,    Marloes Raats"
472090,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte heer /mevrouw,  Ik heb het prikkelbaar darm syndrome oftewelpds,  nu ben ik al sinds 2006  op advies van de behandelend specialist werkzaam in dagdienst, hij heeft geadviseerd meer regelmaat aan te brengen in mijn leven , en ploegendiensten horen hier niet bij.   De direct leidinggevende is pas werkzaam binnen ons bedrijf en vindt hier niets van terug in mijn medisch dossier,en heeft mij naar de bedrijfsarts gestuurd, deze ziet geen problemen mbt het werken in ploegendienst, en nu heb ik een afspraak gemaakt met een specialist, deze afspraak is as vrijdag 07-10-2011, maar van de werkgever heb ik de opdracht gekregen om vanaf volgende week (41)  te gaan werken in ploegendienst zonder het advies van de specialist af te wachten,  kan dit zomaar, en is het advies van de bedrijfsarts bindend?    In afwachting van uw antwoord,  Theun Vrieswijk."
472093,Consumentenrecht - (overig),Reactie via formulier op JuroFoon,"Vodafone weigert de betaling behorende bij een geannuleerde bestelling tot op heden te retourneren. Ondanks herhaaldelijk verzoek kan/wil Vodafone de gelden niet aan mij overmaken. Op schriftelijke klachten krijg ik geen reactie en telefonisch kom ik niet verder dan medewerkers die mij op 'een lijst voor uitbetaling' plaatsen. Ik vraag mij af welke juridische mogelijkheden ik heb om mij geld terug te vorderen. Kunt u mij daarover informeren?    mvg,    Stephan Swerissen"
472139,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Ik werk 4 dagen per week, maar krijg alleen voor de uren volgens mijn contract (dwz 16,5) betaald. Ik heb hierover al lange tijd gemaild en om nabetaling van de extra uren gevraagd. Nu heb ik een nieuwe salarisspecificatie gekregen die weer niet klopt. Ik ben zo klaar met deze werkgever. Mag ik op staande voet ontslag nemen? Of kan ik ongestraft een stiptheidsactie voeren?"
472144,Arbeidsrecht - (overig),Reactie via formulier op jurofoon.nl,"Geachte medewerker,  MIjn partner wil een aangetekende brief opstellen mbt het niet uitbetalen van loon door werkgever. Mijn partner zit in de ziektewet sinds 1 aug 2011 en ontvangt nu 6 weken geen loon van werkgever...."
472150,Verbintenissenrecht (algemeen) - (overig),Reactie via formulier op jurofoon.nl,"lidmaatschapsnummer 58823. Vraag een vereniging waar 2 van mijn kinderen lid van zijn wil de betalingsmoraal van haar leden verbeteren. Dat doen ze door in de ALV te besluiten:  1) Alle nieuwe leden moeten uitsluitend per automatische incasso 2 keer per jaar het lidmaatschapsgeld betalen (2 x 50%) betalen. Bestaande leden worden verzocht  toestemming te geven voor automatische incasso.   2) Bestaande leden die geen automatische incasso afgeven dienen ook administratiekosten van EUR 10,00 te betalen (per kind i.v.m. facturering per kind).     Vragen:  1) Kan de vereniging besluiten dat uitsluitend per automatische incasso betaald mag worden?  2) Mogen administratiekosten in rekening gebracht worden voor leden die niet automatisch wensen te betalen en betaling voor het hele jaar in 1 keer wel binnen redelijke termijn doen, dus gewoon op tijd betalen.  3) Als men bij tijdige betaling administratiekosten in rekening mag brengen, hoe hoog mogen deze dan zijn? En is in dit geval de hoogte van de administratiekosten gerelateerd aan de meer- of minder kosten t.o.v. de automatische incasso methode.    Opmerkingen:   1) de vereniging geeft aan dat er voor bovenstaande gekozen is met de gedachte de goede onder de slechte lijden (dus preventief een straf uitdelen als je kiest om niet automatisch per incasso te betalen).  2) De vereniging draait op vrijwilligers dus heeft geen arbeidskosten.  3) Ook de incasso betalers krijgen een factuur.  4) Automatische incasso wordt 2 keer per jaar geind.  5) Bij niet automatische incasso betaal je het jaarbedrag in 1 keer aan het begin van het seizoen.    Ik hoor graag van u."
472174,Huurrecht - Huurzaken bedrijven,Reactie via formulier op jurofoon.nl,Ik huur een atelier. Boven mijn atelier bevindt zich een douche. Daarvan kreeg ik lekkage. Valt dit onder groot of klein onderhoud? De lekkage is een aantal keer door de verhuurder gerepareerd. Toch is het nog steeds niet helemaal lekvrij. Het druppelt nog. Wat nu?
472229,Arbeidsrecht - Ontslag,Reactie via formulier op jurofoon.nl,"ik heb op staandevoet onslag gehad en heb geen rechtsbijstandverzekering,kan ik dat per direkt afsluiten of weet u mij anders te helpen zodat de kosten niet de spuigaten uit lopen?    (screening verkocht; geregistreerd onder zaaknummer: 472231)"
